stream,value
0,925.200000000001
1,948.8000000000006
2,995.3999999999996
3,1058.1999999999998
4,1002.1999999999991
5,1027.3999999999999
6,1006.6
7,1059.799999999999
8,888.4000000000004
9,1025.6000000000001
10,926.1999999999999
11,990.8000000000003
12,950.1999999999999
13,972.2000000000005
14,969.9999999999981
15,1050.599999999999
16,1020.4000000000009
17,956.6000000000007
18,926.2000000000011
19,958.5999999999998
20,1020.8000000000003
21,1031.2000000000003
22,939.0000000000002
23,980.3999999999999
24,1042.9999999999995
25,1024.4000000000008
26,987.5999999999995
27,1053.6000000000013
28,978.0000000000002
29,1080.7999999999986
30,968.4000000000001
31,977.3999999999996
32,1029.4000000000017
33,912.2000000000006
34,994.5999999999995
35,918.1999999999999
36,979.3999999999994
37,1017.6000000000001
38,1044.2000000000007
39,1048.0
40,1064.7999999999995
41,974.6000000000004
42,987.3999999999999
43,998.2000000000006
44,985.0000000000009
45,950.9999999999993
46,1054.199999999998
47,934.6000000000003
48,1061.8000000000015
49,932.8000000000006
50,1014.0
51,1030.6000000000004
52,1054.3999999999994
53,1005.3999999999997
54,1020.9999999999999
55,1086.7999999999997
56,964.3999999999996
57,993.1999999999996
58,1079.2
59,997.8000000000001
60,879.3999999999994
61,1025.2000000000005
62,973.0000000000002
63,1000.9999999999999
64,970.4000000000007
65,1076.2000000000003
66,1022.5999999999991
67,1025.6
68,1105.3999999999996
69,994.8000000000004
70,989.1999999999998
71,1069.3999999999992
72,944.2000000000006
73,1058.0
74,870.9999999999993
75,1016.5999999999998
76,1037.1999999999994
77,1073.4
78,950.4000000000005
79,1009.3999999999993
80,1052.9999999999993
81,1013.9999999999991
82,969.1999999999999
83,921.3999999999999
84,998.1999999999996
85,984.2000000000002
86,976.5999999999992
87,1032.2000000000005
88,1010.4
89,1018.1999999999996
90,1079.2000000000012
91,991.9999999999991
92,970.1999999999997
93,983.7999999999997
94,970.2
95,870.8
96,965.9999999999993
97,946.9999999999995
98,969.7999999999996
99,937.5999999999991
100,1051.6000000000006
101,1017.9999999999995
102,990.7999999999997
103,1048.6000000000006
104,992.4000000000011
105,1012.4000000000004
106,946.1999999999997
107,960.4000000000005
108,1045.3999999999992
109,1049.5999999999992
110,1051.9999999999998
111,1020.9999999999993
112,1021.5999999999998
113,1001.5999999999993
114,952.1999999999996
115,1059.0000000000007
116,1030.9999999999998
117,1003.0000000000003
118,1050.9999999999993
119,1016.800000000001
120,1007.1999999999996
121,1021.3999999999995
122,986.1999999999996
123,1009.4000000000003
124,926.3999999999997
125,1034.2
126,1009.9999999999997
127,994.0000000000006
128,968.8000000000002
129,1015.9999999999991
130,968.8000000000001
131,992.6
132,976.0000000000008
133,1004.4000000000011
134,989.7999999999995
135,1043.800000000001
136,1003.6000000000003
137,963.6000000000005
138,997.5999999999996
139,1034.5999999999995
140,988.8
141,1024.8
142,1024.199999999999
143,1004.0
144,994.7999999999998
145,998.6
146,964.1999999999996
147,995.6
148,1026.9999999999998
149,1047.0000000000002
150,1020.1999999999997
151,1049.600000000001
152,1003.5999999999995
153,899.9999999999991
154,1011.0000000000005
155,1023.8000000000003
156,967.7999999999996
157,1007.8000000000004
158,1035.3999999999996
159,1028.5999999999995
160,987.4000000000008
161,1099.7999999999986
162,993.6000000000003
163,1010.4000000000011
164,994.7999999999996
165,959.4000000000002
166,1062.6000000000013
167,1027.2000000000005
168,1040.6000000000004
169,1063.6000000000004
170,977.5999999999992
171,980.799999999999
172,1024.2000000000003
173,990.4
174,924.400000000001
175,962.3999999999996
176,1033.799999999999
177,954.1999999999997
178,948.6000000000005
179,980.0
180,965.6000000000004
181,991.3999999999995
182,1011.6000000000001
183,1072.1999999999996
184,1018.0000000000008
185,977.8000000000004
186,933.4000000000003
187,929.5999999999997
188,974.0000000000008
189,1042.799999999999
190,939.4
191,1023.8000000000002
192,996.400000000001
193,1000.7999999999998
194,1065.4000000000003
195,934.4000000000002
196,1058.9999999999995
197,992.9999999999999
198,1018.2000000000002
199,983.8000000000002
200,1027.400000000001
201,1004.2000000000005
202,971.1999999999997
203,971.3999999999997
204,1012.1999999999989
205,991.8000000000002
206,959.4000000000009
207,984.2000000000003
208,994.4
209,1007.3999999999994
210,1082.7999999999988
211,963.7999999999997
212,983.2000000000002
213,976.5999999999999
214,966.1999999999997
215,913.5999999999993
216,990.3999999999995
217,1003.6000000000004
218,1061.5999999999995
219,1024.9999999999998
220,1001.8000000000003
221,998.7999999999998
222,1008.0000000000002
223,889.0
224,1035.0000000000002
225,1016.9999999999994
226,1050.2000000000005
227,966.8000000000004
228,1003.3999999999999
229,983.9999999999991
230,1010.9999999999999
231,969.3999999999995
232,961.1999999999996
233,1041.8000000000009
234,1039.3999999999996
235,1122.1999999999994
236,945.5999999999999
237,908.8000000000002
238,1023.7999999999994
239,987.599999999999
240,975.0000000000006
241,1004.6000000000001
242,1030.9999999999998
243,1012.9999999999997
244,993.7999999999997
245,974.7999999999997
246,906.0000000000002
247,973.7999999999996
248,1023.1999999999998
249,980.9999999999998
250,1020.5999999999988
251,1015.7999999999998
252,1032.8000000000004
253,992.7999999999997
254,986.8000000000001
255,1010.2000000000006
